Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Sr. Data Scientist,$73K-$125K (Glassdoor est.),"About NEXT:

Headquartered in ""Silicon Beach"" El Segundo, CA -- NEXT is a company driven by a commitment to providing world-class service to shippers and truckers alike. We're on a mission to solve a trillion-dollar puzzle and offer painless freight.

Armed with experienced professionals from Amazon, Google, Facebook, Snap, and Salesforce, NEXT is seeking change agents who are excited to make a meaningful impact on an industry driving the U.S. economy. Forbes included us on its 2019 Next Billion-Dollar Startups list, and we've been recognized as one of Built in LA's Best Small Companies to Work For and 50 Startups to Watch. NEXT is venture-backed by leaders such as Brookfield Ventures, GLP and Sequoia Capital.

We are passionate entrepreneurs, creative thinkers, and decision-makers who will transform the freight transportation industry with modern technology. We create delightful product experiences that enables freight to move effortlessly, solving complex problems for our shippers and carriers. We collaborate with some of the best designers, engineers, and business partners to achieve our goals.

Are you NEXT?

About The Role:

Our Data Science function is composed of Data Science team, Data Science Engineering team, and Data Science Analytics team. As a central and mission critical function in the company, we are tightly integrated with Engineering, Product, and Business functions. We primarily help build ""intelligent"" products for our internal and external stakeholders in addition to providing internal consulting services to our business partners and executives. As part of our Data Science function, the Data Science team primarily focuses on conducting and applying cutting-edge research to invent the future of intelligent transportation, uplevel the freight industry, and raise the bar on data science innovation and capabilities.

As a Senior Data Scientist, you will formulate new product features and enable new business capabilities by enhancing the underlying computational engine that powers the NEXT freight platform and marketplace. You will play a pivotal role in scaling, optimizing, and instrumenting a real-time, complex dynamic system of software and virtualized real-world assets (trucks, drivers, freight, warehouses, yards, port terminals, etc.) through a period of exponential growth. Based on your strengths and interests, you will have the opportunity to own and evolve your career in a broad spectrum of areas such as Forecasting & Econometrics, Pricing & Auctions, Transportation & Routing, Inventory & Capacity Management, Logistics & Supply Chain Optimization, Experiment Design & Recommendation Systems, Growth & Product Analytics, and Personalization & Marketing Science, to name a few.

What You'll Do:
Partner with internal stakeholders to identify business problems and articulate Data Science opportunities to apply statistics, machine learning, optimization, and/or simulation. See beyond the data to propose and build state-of-the-art solutions that will raise the bar for optimal decision making.
Apply your expertise in Data Science to research and develop statistical models, machine learning models, optimization models, and/or simulation models for inventing and expanding Data Science capabilities across all the business functions.
Partner with the Data Science Engineering team in implementing and productionalizing your models and methodologies, and in continually improving a data pipeline and data warehouse.
Instrument the product, engineering, and business ecosystem by building analytical descriptive models and statistical predictive models to support and improve business decision making. Coach and support individuals across the organizations to evangelize a decentralized culture of data-driven decision making throughout the company.
Partner with product managers and product designers in synthesizing and prioritizing a product roadmap.
Mentor other Data Scientists and engineers as needed on best practices for the design and implementation of cutting-edge solutions.
Contribute to the Data Science roadmap as a thought leader to shape next-gen Data Science solutions.
What You'll Have:
Ph.D. in a quantitative field such as Computer Science, Electrical Engineering, Quantitative Finance, Statistics, Applied Math, Physics or a related Engineering Ph.D. degree.
5+ years of Data Science (and related) experience in building models and developing algorithms for machine learning, statistics, mathematical programming, and/or simulation in fast-paced tech companies.
5+ years of experience in analyzing large-scale structured and unstructured data using R or Python.
5+ years of experience in SQL and data modeling.
Rich understanding of best practices in Data Science, Machine Learning and Deep Learning, and Statistical methods and applications. Solid understanding of popular Data Science tools and libraries.
Strong communication skills to present effectively and to explain algorithms and insights to major non-technical stakeholders, including senior executives, board members, and large customers/partners.
Collaborative team player.
Proven track record of Data Science related innovation in the form of peer-reviewed publications, patents and/or awards.
Nice to Have:
Familiarity with application development life-cycle.
Experience in object-oriented design and development (e.g. C++ or Java).
Experience in data engineering.
Experience in working with or in support of a diverse set of business functions.
Experience in transportation, logistics, and supply chain industries.
Experience in venture-backed startups or other hyper-growth environments.
What You'll Receive:
Competitive Base Salary + Bonus + Equity
Full Medical, Dental, and Vision benefits
401k w/company match
Vacation and holidays
Fun perks: open office, dog-friendly, unlimited snacks, and monthly catered lunches!
Join a rapidly growing technology company disrupting the trucking industry",4.0,"NEXT Trucking
4.0","El Segundo, CA","Los Angeles, CA",51 to 200 employees,2015,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$50 to $100 million (USD),"Flexport, Convoy, C.H. Robinson"
Data Scientist,$73K-$125K (Glassdoor est.),"Job Success Profile

Data Scientist

Buckman is a privately held, global specialty chemical company with headquarters in Memphis, TN, USA, committed to safeguarding the environment, maintaining safety in the workplace, and promoting sustainable development. Buckman delivers exceptional service and innovative solutions to our customers globally in the pulp and paper, leather, and water treatment sectors to help boost productivity, reduce risk, improve product quality, and provide a measurable return on investment. Buckman is in the middle of a digital transformation of its businesses and focused on building the capabilities and tools in support of this.

Position Summary


Buckman is seeking an experienced Data Scientist to lead the development of a Data Science program at our Memphis facility. You will work closely with Buckman stakeholders to derive deep industry knowledge across paper, water, leather, and performance chemical industries. You will help develop a data strategy for the company including collection of the right data, creation of the data science project portfolio, partnering with external providers, and augmenting capabilities with additional internal hires. A large part of the job is communicating and developing relationship with key stakeholders and subject matter experts to tee up proofs of concept projects to demonstrate how data science can be used to solve old problems in unique and novel ways. You will not have a large internal team to rely on, at least initially, so individual expertise, breadth of data science knowledge, and ability to partner with external companies will be essential for success. In addition to the pure data science problems, you will be working closely with a multi-disciplinary team consisting of sensor scientists, software engineers, network engineers, mechanical/electrical engineers, and chemical engineers in the development, and deployment of IoT solutions. If you like working for an entrepreneurial company with a Sustainability mission and digital ambitions at the core of its strategy, Buckman is the place for you.

Competencies Needed for Success
Bachelor’s degree in a quantitative field such as Data Science, Statistics, Applied Mathematics, Physics, Engineering, or Computer Science
5+ years of relevant working experience in an analytical role involving data extraction, analysis, and visualization and expertise in the following areas:
Expertise in one or more programming languages R, Python, MATLAB, JMP, Minitab, Java, C++, Scala
Key libraries such as Sklearn, XgBoost, GLMNet, Dplyr, ggplot, Rshiny
Experience and knowledge of data mining algorithms including supervised and unsupervised machine learning techniques areas such as Gradient Boosting, Decision Trees, Multivariate Regressions, Logistic regressions, Neural Network, Random Forest, Support Vector Machine, Naive Bayes, Time Series, Optimization
Microsoft IoT/data science toolkit: Azure Machine Learning, Datalake, Datalake analytics, Workbench, IoT Hub, Stream Analytics, CosmosDB, Time Series Insights, PowerBI
Data querying languages (e.g. SQL, Hadoop/Hive) and Preferred Qualifications
A demonstrated record of success with a verifiable portfolio of problems tackled
Preferred Qualifications
Master’s or PhD degree in a quantitative field such as Data Science, Statistics, Applied Mathematics, Physics, Engineering, or Computer Science
Experience in the specialty chemicals sector or similar industry
Background in engineering, especially Chemical Engineering
Experience starting up a data science program
Experience working with global stakeholders
Experience working in a start-up environment, preferably in an IoT company
Knowledge in quantitative modeling tools and statistical analysis
Preferred Work Style
A strong business focus, ownership and inner self-drive to data science solutions to real-world customers with tangible impact.
Ability to collaborate effectively with multi-disciplinary and passionate team members.
Ability to communicate with a diverse set of stakeholders
Strong planning and organization skills, with the ability to manage multiple complex projects
A life-long learner who constantly updates skills
Language: English

Location: Remote Work Opportunity - Flexible

Travel: <10>",3.4,"Buckman
3.4","Memphis, TN","Memphis, TN",1001 to 5000 employees,1945,Company - Private,Chemical Manufacturing,Manufacturing,$500 million to $1 billion (USD),-1
Clinical Data Manager/Senior Clinical Data Manager,$73K-$125K (Glassdoor est.),"Clinical Data Manager/Senior Clinical Data Manager
Location


Lexington, MA

Employment duration


Full time

ID

272

Apply Now

We are a dedicated group of scientists, physicians, and businesspeople working together toward one goal: to discover and develop therapies that can unleash the power of the body’s immune system to treat and potentially cure cancer. We are passionate about the work we do every day at Agenus to deliver on the promise of immuno-oncology. If you’re looking for an inspired environment, passionate colleagues, and a culture that nurtures learning, innovation and team success, we invite you to join us.

Support CDM activities of all assigned Agenus' clinical studies

· Manage clinical trials data or data management projects under aggressive timelines in a high quality, professional manner and adhering to SOPs and work guidelines

· Oversee Clinical Data Management vendors to ensure vendors deliver the work timely with good quality
Create or review and approve data management plan (DMP) and all data management documentation, ensuring all study documents to be filed in the eTMF and are ready for regulatory inspection
· Lead regular data review meetings in a cross-functional team environment.

· Designs or review eCRF specifications, create or review annotated eCRF, eCRF completion guidelines
Oversee the design, creation and testing of clinical study databases
Responsible for adhering to Data Management timelines and budget
· Create/Oversee development of data edit check specifications and manual data listings as required.

· Responsible for data cleaning, query and resolutions, review of medical coding, database lock activities

· Responsible for external lab data reconciliation, manage and reconcile external data, authoring data transfer agreements,

· Working with Safety/PV function to develops study specific Serious Adverse Event (SAE) reconciliation guidelines and reconciles SAEs
Review and provide feedback on study protocols and cross functional study documents e.g. Clinical Monitoring plans, Statistical analysis plans etc.
· Develop/review clinical data management functional processes, SOPs and working instructions

Qualifications
Minimum BS in a scientific or health-related field or equivalent
Minimum 3 years of experience in Clinical Data Management.
Expertise with EDC systems.
Excellent communication and time management skills.",3.5,"Agenus
3.5","Lexington, MA","Lexington, MA",201 to 500 employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1
Investment Advisory Data Analyst,$73K-$125K (Glassdoor est.),"Be a part of the team behind our success! At Advisor Group, we support more than 11,300 financial professionals, the people who help everyday Americans achieve their dreams. Were a billion-dollar business with the mentality and drive of a startup. Join us in building something special.

Investment Advisory Compliance Opportunity in Financial Services

IA Data Analyst

Location: 10 Exchange Place, Jersey City, NJ 07302

INTERNAL APPLICANTS: All qualified internal applicants, irrespective of location, will be considered for all internally posted roles at this time. Compensation range displayed in internal postings is the national average, and compensation decisions will be employee-location based.

Summary:

The Investment Advisory Data Analyst works within the Investment Advisory compliance department as a lead analyst supporting the RIA Deputy Chief Compliance Officer.

Responsibilities:
Forensic Testing Develop ad hoc reports to support forensic testing efforts as part of the annual review required by rule 206(4)-7. Forensic testing will be used to test for previously unidentified issues by:
Gaining additional insight form data or other information or evidence evaluated in new ways from current information sources, and in additional ways from new information sources
Determining whether currently undiscovered circumstances are in fact, present
Exploring uncertainties
Acting on ones instincts and with skepticism, as in asking questions of what if, what about or how do we know
Quality Assurance As an extension of forensic testing, perform quality assurance on integrity of data provided by IT directly to IA compliance, or operational functions where IA Compliance has oversight.
Support Regulatory Inquiries Provide support to regulatory affairs team on regulatory data requests for RIA entities.
Assists with special projects, including creating compliance reports based upon deficiencies and/or recommendations from regulatory inquiries.
Perform Monitoring & Surveillance over business processes and controls
All other duties as assigned
Education Requirements:
Bachelor's degree from a four-year college or university preferred, high school diploma (or equivalent) in combination with significant experience will be considered in lieu of degree. Minimum of high school diploma or equivalent is required.
Basic Requirements:
Two to five years of relevant work experience with a financial institution such as a broker/dealer, registered investment adviser, regulatory agency, or other financial institution.
Proficiency in MS Office and various other business applications
Strong written and verbal communication skills
Ability to operate effectively as part of a project team or individually
Preferred Requirements:
Experience in MS SQL Server, VBA, and Excel macros preferred
Equal Opportunity Employer

Advisor Group is an equal opportunity employer. We celebrate diversity in our workplace and we hire the most qualified candidates without regard for age, ethnicity, gender, gender identity or expression, language differences, nationality or national origin, family or marital status, physical, mental, and developmental abilities (or the perception of a disability), genetic information, race, religion or belief, sexual orientation, skin color, social or economic class, education, work and behavioral styles, political affiliation, military service, caste, or any other characteristic protected by law.

Eligibility

Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Advisor Group.

Unqualified Applications

Advisor Group does not consider applications from candidates who do not meet the minimum qualifications stated in the job posting.

Recruiting Agencies

Advisor Group only accepts candidates from contracted recruiting firms and only for searches approved prior to submissions. Fees will not be paid for unsolicited submissions.",3.5,"Advisor Group
3.5","Jersey City, NJ","Phoenix, AZ",1001 to 5000 employees,2016,Company - Private,Brokerage Services,Finance,$1 to $5 million (USD),-1
"Sr./Scientist, Computational Chemistry/Cheminformatics, Molecular Engineering & Modeling",$73K-$125K (Glassdoor est.),"The Role:
Moderna is seeking a talented and motivated computational chemist / cheminformatics scientist to work as part of a highly collaborative, multi-disciplinary team. The primary focus for this position will be the simulation, prediction, and characterization of novel components for lipid-nanoparticle drug delivery vehicles. The successful applicant will collaborate across Platform Research, including Discovery Chemistry and Delivery Sciences, to support the advancement of Moderna's mRNA technology platform.
Here’s What You’ll Do:
Enhance our understanding of SAR and material properties and influence team strategy by assimilating and interpreting data using modeling and data-mining technologies
Apply and develop new approaches for biasing molecular designs using machine learning, scoring functions, and multiple-endpoint optimization methods
Apply a wide variety of drug design and computational chemistry methods to improve potency, selectivity, and ADME properties while minimizing toxicological risk
Maintain and develop working knowledge of contemporary computational chemistry and cheminformatics methods and their use in ligand design and data analysis
Enable solutions (databases, toolkits and methods) for internal use and implement cutting-edge published scientific methods
Setup, install, and maintain all necessary software packages to perform computational chemistry and cheminformatics tasks (e.g., RDKit, KNIME, Schrödinger, OpenEye, CCG, etc.)
Collaborate with groups across the company to support research projects, including Delivery Sciences and Discovery Chemistry
Apply chemistry, physics, and/or math knowledge to draw rigorous, actionable conclusions from complex data
Communicate findings internally and externally
Here’s What You’ll Bring to the Table:
Ph.D. with 0-5 years of experience in physical or computational chemistry
Expertise in computational chemistry and/or cheminformatics, in applications and/or development
Proficiency in at least one programming language, preferably Python or R
Experience working in a Linux-based High-Performance Computing environment
Willingness to learn and to tackle abstract problems
Comfort operating in a rapidly changing environment and making actionable conclusions from incomplete data
Ability to solve problems creatively and draw conclusions from complex datasets
Strong written and oral communication skills
Here’s What We’ll Bring to the Table:
On-site subsidized cafeteria or catered lunches
Company-provided iPhone
Free parking, monthly subway pass or a subsidized commuter rail pass
Free annual corporate membership to Bluebikes
Highly competitive healthcare coverage including: medical offered through BCBS (HMO/PPO), dental, and vision offered through VSP
Flexible Spending Accounts for medical expenses and dependent care expenses
16 weeks of 100% paid parental leave for all new parents
16 weeks 100% paid family caregiver leave
20 weeks 100% paid medical leave
Eligible for “Moderna Month” (one month paid sabbatical after five years of service and eligible for additional one month paid sabbatical every 3 years thereafter)
Adoption assistance and discounts to local childcare centers, as well as access to care.com
401k (traditional and Roth offered) with 50% match on first 6% deferred. Match is vested immediately
A suite of Moderna paid insurance coverage, including: life insurance, short-term and long-term disability
Voluntary legal assistance plan
15 days’ vacation and 7 sick days per year, in addition to a discretionary winter shut down and 11 company paid holidays (includes 2 floating holidays)
About Moderna:
Moderna is advancing messenger RNA (mRNA) science to create a new class of transformative medicines for patients. mRNA medicines are designed to direct the body’s cells to produce intracellular, membrane or secreted proteins that can have a therapeutic or preventive benefit and have the potential to address a broad spectrum of diseases. The Company’s platform builds on continuous advances in basic and applied mRNA science, delivery technology and manufacturing, providing Moderna the capability to pursue in parallel a robust pipeline of new development candidates. Moderna is developing therapeutics and vaccines for infectious diseases, immuno-oncology, rare diseases, cardiovascular diseases, and autoimmune and inflammatory diseases, independently and with strategic collaborators.
Headquartered in Cambridge, Mass., Moderna currently has strategic alliances for development programs with AstraZeneca, Plc. and Merck, Inc., as well as the Defense Advanced Research Projects Agency (DARPA), an agency of the U.S. Department of Defense, the Biomedical Advanced Research and Development Authority (BARDA), a division of the Office of the Assistant Secretary for Preparedness and Response (ASPR) within the U.S. Department of Health and Human Services (HHS) and the Coalition for Epidemic Preparedness Innovations (CEPI). Moderna has been ranked in the top ten of Science’s list of top biopharma industry employers for the past five years. To learn more, visit www.modernatx.com.
Our Mission:
Deliver on the promise of mRNA science to create a new generation of transformative medicines for patients.
Moderna is a smoke-free, alcohol-free and drug-free work environment.
Moderna is committed to equal employment opportunity and non-discrimination for all employees and qualified applicants without regard to a person’s race, color, gender, age, religion, national origin, ancestry, disability, veteran status, genetic information, sexual orientation or any characteristic protected under applicable law. Moderna will make reasonable accommodations for qualified individuals with known disabilities, in accordance with applicable law.
#LI-MM1",3.6,"Moderna Therapeutics
3.6","Cambridge, MA","Cambridge, MA",501 to 1000 employees,2011,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1
Data Scientist - Product and Sales,$73K-$125K (Glassdoor est.),"Dubbed an ""open-source unicorn"" by Forbes, Confluent is the fastest-growing enterprise subscription company our investors have ever seen. And how are we growing so fast? By pioneering a new technology category with an event streaming platform, which enables companies to leverage their data as a continually updating stream of events, not as static snapshots. This innovation has led Coatue Management, Altimeter Capital and Franklin Templeton to join earlier investors Sequoia Capital, Benchmark, and Index Ventures in the recent Series E financing of a combined $250 million at a $4.5B valuation. Our product has been adopted by Fortune 100 customers across all industries, and we’re being led by the best in the space—our founders were the original creators of Apache Kafka®. We’re looking for talented and amazing team players who want to accelerate our growth, while doing some of the best work of their careers. Join us as we build the next transformative technology platform!

The mission of Data Science team at Confluent is to serve as the central nervous system of all things data for the company: we build analytics infrastructures, metrics, insights, and models, to empower data-driven thinking, and optimize every part of the business. There are limitless opportunities for an ambitious data scientist to make an immediate and meaningful impact within a hyper growth start-up.

We are now looking for a talented and driven individual to accelerate data science efforts and boost our Product and Sales trajectory. This person will work closely with our C-suite executives and operation teams to develop and deliver actionable recommendations to drive better and faster decisions. Successful candidates will exhibit technical acumen and business savvy, with a passion for making an impact, through creative storytelling and timely actions.
Responsibilities:
Build and maintain data foundations, metrics and dashboards to monitor the performance of our business in every function, and extract actionable insights
Apply quantitative analysis, data mining, and presentation of data to fuel business growth and drive customer success
Design and analyze experiments to test new product ideas; Convert the results into actionable recommendations
Build data products to improve operational efficiencies organizationally to scale with a hyper growth start-up
Inform, influence, support, and execute business decisions with senior leadership and business partners

What We're Looking For:

5+ years relevant industry experience working with SQL (Teradata, Oracle, MySQL, etc.) and R (or Python)
3+ years experience in applying statistical modeling and/or machine learning
Proficiency in data visualization (eg. Tableau, R-shiny, Python, Metabase, Looker, Matlab, etc.)
Bachelor or advanced degree in a quantitative discipline: statistics, operations research, computer science, informatics, engineering, applied mathematics, economics, etc.
The ability to communicate cross-functionally, derive requirements and deliver insightful analysis and/or models; ability to synthesize, simplify and explain complex problems to different types of audiences, including executives

What Give You An Edge:

7+ years relevant industry experience
Experience building data warehousing and ETL pipelines
Experience with Unix/Linux environment, Git.
Experience in developing data apps with Python/Java, high charts, etc.
Excellent communication skills, with the ability to synthesize, simplify and explain complex problems to different types of audiences, including executives
Experience working with B2B data science domain: product analytics, CRM, sales effectiveness, propensity score,, segmentation, web analytics, attribution, funnel optimization, etc.
#LI-MT1

Come As You Are

At Confluent, equality is a core tenet of our culture. We are committed to building an inclusive global team that represents a variety of backgrounds, perspectives, beliefs, and experiences. The more diverse we are, the richer our community and the broader our impact.

Click here to review our California Candidate Privacy Notice, which describes how and when Confluent, Inc., and its group companies, collects, uses, and shares certain personal information of California job applicants and prospective employees.",4.7,"Confluent
4.7","Mountain View, CA","Mountain View, CA",501 to 1000 employees,2014,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
Senior Scientist - Biostatistician,$73K-$125K (Glassdoor est.),"British American Tobacco
Reynolds American Incorporated is positively transforming the tobacco industry. We’re a family of companies that strives for success in everything we do. The future inspires us because our people are igniting the breakthroughs that are redefining the ways adult tobacco consumers enjoy tobacco in the 21st century.

When other companies talk about growth, they only talk about size. At Reynolds American, we focus on the growth of our people. We take pride in each other’s growth and well-being throughout our careers. We invest in your career and total well-being because we know our companies succeed when our people thrive.

ABOUT OUR ORGANIZATION:

Reynolds American Inc. is an indirect, wholly owned subsidiary of British American Tobacco p.l.c., and the U.S. parent company of R. J. Reynolds Tobacco Company; Santa Fe Natural Tobacco Company, Inc.; American Snuff Company, LLC; Niconovum USA, Inc.; Niconovum AB; R. J. Reynolds Vapor Company; Lorillard Licensing Company, LLC; and Reynolds Brands, Inc.. This position is with RAI Services Company (2200).

Here, you’ll have the opportunity to work on iconic brands and revolutionary products by collaborating with visionary, principled and passionate people every day.

S&RA is currently seeking a qualified Senior Scientist - Biostatistician to support our clinical studies, biomarker research, product and process development, and regulatory projects. The successful candidate will be expected to work collaboratively with various internal and external groups/clients to provide broad statistical support and to manage multiple projects to ensure timelines are met. This position also offers opportunities for acquiring new skills, engaging with regulatory agency (FDA/CTP), publishing research findings, mentoring young scientists and professional growth.

Principal Duties & Responsibilities:
Collaborate with clients to design experiments, develop and review study protocol, statistical analysis plan, and data collection tools, and determine appropriate sample sizes.
Select appropriate statistical approaches and conduct statistical analyses to meet client and/or regulatory requirements. Develop and/or review tables, listings, figures (TLF) and study reports.
Communicate analysis results via written reports, oral presentations, and meetings with key stakeholders. Participate in abstract, poster, or journal article writing.
Work cooperatively with other statisticians and regulatory submission specialists to address regulatory and project-related statistical issues.
Job Requirements:
Education / Experience: Master’s degree with 1+ year relevant experience or PhD degree in statistics, biostatistics, epidemiology, or closely related discipline.

Required Skills:
Proficient in statistical software (SAS, R, etc.) for data analysis (SAS preferred).
Effective oral and written communication skills including technical writing skills.
Ability to successfully manage multiple tasks and projects simultaneously, with a focus on timely and accurate completion of priorities.
Preferred Skills:
Experience in the analysis of clinical, chemical, biological, and/or toxicological data.
Familiar with statistical methods that apply to clinical trial design. Knowledge of CDISC standards (CDASH, SDTM, ADaM, etc)
Ability to drive collaborative efforts cross-functionally and externally.
Excellent attention and accuracy with details. Ability to apply critical thinking and problem-solving skills.
Demonstrated ability to work both independent.
Compensation/Targeted Bonus
Competitive Annual Salary
Targeted Annual Bonus
Relocation assistance available for those who qualify.
Benefit Summary

Our company offers very competitive benefit plans, including:
401(k) plan that offers opportunity to save on pre- and post-tax basis up to 50 percent of eligible compensation. Company matches 100 percent of employee pre-tax/Roth (401k) contributions up to six percent
Comprehensive health- and welfare-benefits package
Eleven paid company holidays annually, plus a generous paid vacation plan based on length of service
Company-paid sick and personal days, funeral leave and jury duty leave
Confidential personal financial counseling service
On-site health clinics and fitness centers
A matching grants program that enables employees to direct and double their donations to qualifying charitable organizations of their choice
Health-care advocacy service
Volunteer service opportunities
Federal credit union membership through Allegacy Federal Credit Union
Extensive training opportunities
Reynolds American Inc. and its affiliated companies is an Equal Opportunity / Affirmative Action Employer.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

Our organization offers a level of challenge, responsibility and creativity for motivated employees that stands apart from the crowd.

We are also committed to employing a diverse workforce and valuing different perspectives, experiences and talents to maximize the company's potential for successfully achieving its business objectives.

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------

Only applicants requiring reasonable accommodation for any part of the application and hiring process should contact us directly via email at TalentAcquisition@RJRT.com.

California Privacy Notice

Nearest Major Market: Salem
Nearest Secondary Market: Winston
Job Segment:
Chemistry, Scientific, Toxicology, Law, Scientist, Science, Engineering, Legal",3.2,"Reynolds American
3.2","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
Business Intelligence Analyst,$73K-$125K (Glassdoor est.),"Business Intelligence Analyst



AddThis Sharing Buttons
Share to FacebookFacebookShare to TwitterTwitterShare to PrintPrintShare to EmailEmailShare to MoreAddThis

Category

Information Technology

Job Location

Dulles, VA

Tracking Code

ICS 3229-585

Position Type

Full-Time/Regular

CALIBRE Systems, Inc., an employee-owned Management Consulting and Digital Transformation company, is seeking a Business Intelligence Analyst to work full-time out in Dulles,VA. Candidate must possess an active TS/SCI with full scope poly security clearance to be eligible for this role.

The successful candidate will work with customers and within a small to medium team to design and develop business intelligence reports and products to analyze success metrics to evaluate and recommend enhancements to existing and new business processes. Analysis of existing customer requirements with attention on understanding the full picture will be critical to the success of this position. The applicant should have experience in various business intelligence and reporting platforms such as Cognos, Tableau, and SharePoint. Proven experience developing business performance reports and summaries is required.

The candidate is expected to actively participate in requirements capture and definition meetings with the client, and may be responsible for designing and executing reporting strategies as well as producing professional presentations and reports to be consumed at the executive level. Additionally, the candidate must be equally comfortable working independently or with a team, be self-motivated, exhibit exceptional problem-solving skills, and have an aptitude for learning new information and methodologies. The position is located in Northern Virginia, but exact location may vary. Up to 10% local travel is required.

Required Skills

Must hold an active Top Secret/SCI clearance with Full Scope Polygraph
Experience with business intelligence tools such as Cognos, Tableau, SharePoint
Strong analytical and comprehension skills
Excellent interpersonal, communication, and organization skills
Self-motivated, responsible, organized, detail oriented, quick learner, and a team player
Must possess a high attention to detail

Required Experience

A minimum of five years of business intelligence reporting experience
Two years of demonstrated Cognos, Tableau, or SharePoint reporting experience
Experience with business data analysis and reporting
Ability to multi-task and coordinate and prioritize multiple work streams
Two years in secure US Government environments (preferred)
Education Requirement:
Bachelor's Degree in IT field is preferred. (Other education, commensurate experience and demonstrated ability of individual may be substituted.)

CALIBRE and its subsidiaries are an Equal Opportunity Employer and supports transitioning service members, veterans and individuals with disabilities. We offer a competitive salary and full benefits package. To be considered, please apply via our website at www.calibresys.com. Come join our dynamic team. #CALIBRECareers #SPEARCareers",3.7,"CALIBRE Systems
3.7","Dulles, VA","Alexandria, VA",501 to 1000 employees,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech"
Data Engineer,$73K-$125K (Glassdoor est.),"Now Hiring a Data Engineer

Ability to maintain a Secret Clearance Required

As a Data Engineer, you will use cutting edge cloud and data technologies to streamline services to our clients. Join our team of Data and Cloud professionals and accomplish what others only dream of. A Secret Clearance is required. Must be able to commute to Reston, VA or Austin, TX. If Remote traveling up to 50% is required.
Ability to apply your skills in Azure Cognitive Services, Azure PaaS, data science, data analytics, and data warehousing to pioneer Azure cloud and data services within the DoD, bringing Azure Data Factory to IL4 & IL5.
Work in a team using cutting edge technologies to solve challenging business problems and build solutions
Interact directly with our client(s) to understand their needs and meet, or exceed their expectations by meeting delivery deadlines
Work in an agile environment with participation in daily stand-ups/scrum
Design, write, test, troubleshoot, and document application code
Provide mentorship to junior developers
Learn new technologies and be aware of industry standards, best practices, and trends.
Profile of Success
Bachelor's degree in a related field and 6+ years of experience
Deep knowledge of data ingestion strategies and understanding of the V-dimensions of data (velocity, volume, variety, veracity)
Extensive experience with the Azure storage technologies (Azure Data Lake, Azure SQL Data Warehouse, Azure SQL Database)
Extensive experience with Azure data movement and transformation capabilities (Azure Data Factory, Data Lake Analytics, Data Bricks, Stream Analytics)
Proven experience developing Big Data solutions in the Azure space
SQL Server 2014+ experience.
Comfortable with Microsoft SQL data technologies (SSAS/SSIS/SSRS)
Proven ability to work with clients to understand requirements and envision data ingestion solutions
Possess DoD 8570 security certification
Desirable Skills
Microsoft related certifications such as the MCSD/MCSE
Experience with Hadoop-based technologies (HDInsight, Spark, Hive, Pig, Scala, etc.)
Experience with visualization tools such as Power BI or Tableau",4.5,"Applied Information Sciences
4.5","Washington, DC","Reston, VA",501 to 1000 employees,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1
Data Engineer,$73K-$125K (Glassdoor est.),"Data Engineer
9920
Scottsdale,
3/27/2019 1:46:38 PM

Application Development
Contractor - W2

Job Description
Data Engineer / Lead

4-5 years of experience in ETL, SQL, Python, Data Management and Spark and strong fundamentals in distributed environments

Real project implementations with Big Data technologies based on Spark

Experience working on Serverless technologies

Experience implementing NoSQL technologies – Mongo or Cassandra

Experience with AWS cloud services: Lambda, S3, Glue, Redshift, and Athena, or their open source equivalent (Zeppelin, Presto, etc)

Data storage formats – Parquet, JSON, AVRO etc.

Experience with real-time data sources and message ingestion for processing by filtering, aggregating, and preparing the data for analysis using technologies such as Spark Streaming and Kafka, AWS Kinesis, Firehose etc.

Experience with data pipelining

Understanding of best practices within the development process

Build processes supporting data transformation, data structures, metadata, dependency and workload management

CI/CD and DevOps tools such as BitBucket/Git, Bamboo, and Maven

AWS technologies – Cloudwatch, CloudFormation, Security (IAM)

AWS certification

Job Requirements",3.8,"IntraEdge
3.8","Scottsdale, AZ","Chandler, AZ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1
